contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250421C00250000,2025-04-11 16:05:26+00:00,250.0,277.25,290.93,292.65,0.0,0.0,,1,2.993898999633789,True,REGULAR,USD
SPY250421C00260000,2025-04-11 16:57:34+00:00,260.0,272.22,280.94,282.66,0.0,0.0,,1,2.859866131591797,True,REGULAR,USD
SPY250421C00321000,2025-04-09 18:48:14+00:00,321.0,213.35,219.59,221.75,0.0,0.0,,5,2.1054734863281244,True,REGULAR,USD
SPY250421C00326000,2025-04-11 19:36:09+00:00,326.0,208.36,214.44,216.73,0.0,0.0,,12,2.0380908422851567,True,REGULAR,USD
SPY250421C00341000,2025-04-11 17:40:16+00:00,341.0,193.15,199.42,201.74,0.0,0.0,,1,1.8813482495117184,True,REGULAR,USD
SPY250421C00342000,2025-04-08 13:51:29+00:00,342.0,178.75,198.61,200.74,0.0,0.0,,1,1.8854986193847654,True,REGULAR,USD
SPY250421C00356000,2025-04-11 15:36:53+00:00,356.0,169.0,185.03,186.76,0.0,0.0,,1,1.7753917480468748,True,REGULAR,USD
SPY250421C00375000,2025-04-11 14:18:11+00:00,375.0,151.02,165.47,167.78,0.0,0.0,,3,1.5544455871582028,True,REGULAR,USD
SPY250421C00385000,2025-04-08 18:14:02+00:00,385.0,120.81,155.74,157.82,0.0,0.0,,24,1.4799830688476563,True,REGULAR,USD
SPY250421C00388000,2025-04-10 15:42:20+00:00,388.0,136.47,152.72,154.83,0.0,0.0,,5,1.4514187585449219,True,REGULAR,USD
SPY250421C00390000,2025-04-10 15:34:55+00:00,390.0,135.05,150.49,152.81,0.0,0.0,,26,1.4179716601562502,True,REGULAR,USD
SPY250421C00400000,2025-04-11 15:02:39+00:00,400.0,125.59,140.74,142.86,0.0,0.0,,2,1.3439974206542966,True,REGULAR,USD
SPY250421C00401000,2025-04-09 19:49:59+00:00,401.0,143.87,139.85,141.57,0.0,0.0,,5,1.3247104077148437,True,REGULAR,USD
SPY250421C00405000,2025-04-10 15:26:10+00:00,405.0,121.21,135.53,137.86,0.0,0.0,,6,1.2871129394531249,True,REGULAR,USD
SPY250421C00413000,2025-04-09 17:22:11+00:00,413.0,106.57,127.78,129.5,0.0,0.0,,1,1.2097207482910153,True,REGULAR,USD
SPY250421C00416000,2025-04-08 16:48:17+00:00,416.0,97.28,124.59,126.89,0.0,0.0,,10,1.1938516870117186,True,REGULAR,USD
SPY250421C00420000,2025-04-10 15:04:19+00:00,420.0,108.74,120.59,122.91,0.0,0.0,,4,1.1596721704101562,True,REGULAR,USD
SPY250421C00427000,2025-04-09 17:21:44+00:00,427.0,95.17,113.62,115.95,0.0,0.0,,1,1.101811131591797,True,REGULAR,USD
SPY250421C00429000,2025-04-09 17:55:34+00:00,429.0,102.42,111.73,113.91,0.0,0.0,,10,1.0876510461425783,True,REGULAR,USD
SPY250421C00430000,2025-04-10 14:56:58+00:00,430.0,99.5,110.64,112.94,0.0,0.0,,29,1.076176494140625,True,REGULAR,USD
SPY250421C00435000,2025-04-09 19:05:09+00:00,435.0,102.6,105.76,107.97,0.0,0.0,,12,1.0396776531982426,True,REGULAR,USD
SPY250421C00440000,2025-04-09 19:05:39+00:00,440.0,97.53,100.97,102.99,0.0,0.0,,8,1.0065967639160154,True,REGULAR,USD
SPY250421C00442000,2025-04-10 19:44:45+00:00,442.0,81.28,98.8,100.97,0.0,0.0,,2,0.9807130834960938,True,REGULAR,USD
SPY250421C00445000,2025-04-10 13:53:47+00:00,445.0,88.09,96.64,96.85,0.0,0.0,,48,0.9425054577636718,True,REGULAR,USD
SPY250421C00449000,2025-04-11 13:59:38+00:00,449.0,80.4,92.67,92.88,0.0,0.0,,1,0.9108895629882812,True,REGULAR,USD
SPY250421C00450000,2025-04-11 16:46:57+00:00,450.0,83.57,91.58,91.79,0.0,0.0,,33,0.8945323046874999,True,REGULAR,USD
SPY250421C00452000,2025-04-11 14:48:30+00:00,452.0,77.51,89.62,89.85,0.0,0.0,,1,0.8819591882324218,True,REGULAR,USD
SPY250421C00455000,2025-04-10 14:26:00+00:00,455.0,77.66,86.76,87.02,0.0,0.0,,8,0.8692640026855469,True,REGULAR,USD
SPY250421C00458000,2025-04-11 13:56:47+00:00,458.0,73.1,83.47,83.7,0.0,0.0,,1,0.8184832604980468,True,REGULAR,USD
SPY250421C00460000,2025-04-14 18:34:23+00:00,460.0,81.39,81.77,81.98,13.199997,19.357674,2.0,41,0.8251970605468748,True,REGULAR,USD
SPY250421C00465000,2025-04-09 19:01:00+00:00,465.0,69.47,76.7,76.93,0.0,0.0,,4,0.7779563220214845,True,REGULAR,USD
SPY250421C00467000,2025-04-11 19:29:48+00:00,467.0,69.92,74.8,75.01,0.0,0.0,,1,0.7678245874023439,True,REGULAR,USD
SPY250421C00469000,2025-04-10 14:24:25+00:00,469.0,63.95,73.1,73.32,0.0,0.0,,13,0.7727073510742188,True,REGULAR,USD
SPY250421C00470000,2025-04-09 20:00:04+00:00,470.0,76.13,71.7,71.93,0.0,0.0,,5,0.7354762780761719,True,REGULAR,USD
SPY250421C00472000,2025-04-10 14:24:25+00:00,472.0,61.12,69.77,69.98,0.0,0.0,,4,0.7229031616210937,True,REGULAR,USD
SPY250421C00475000,2025-04-11 14:15:15+00:00,475.0,55.69,66.69,66.89,0.0,0.0,,6,0.6911651977539064,True,REGULAR,USD
SPY250421C00477000,2025-04-11 19:34:51+00:00,477.0,60.33,64.94,65.18,0.0,0.0,,6,0.6929962341308593,True,REGULAR,USD
SPY250421C00479000,2025-04-11 13:46:13+00:00,479.0,53.06,62.75,62.97,0.0,0.0,,10,0.6621127539062501,True,REGULAR,USD
SPY250421C00480000,2025-04-11 16:57:59+00:00,480.0,57.4,61.94,62.16,1.2900009,2.299057,3.0,27,0.666385172119141,True,REGULAR,USD
SPY250421C00481000,2025-04-08 19:40:44+00:00,481.0,28.33,61.03,61.24,0.0,0.0,,5,0.663333444824219,True,REGULAR,USD
SPY250421C00485000,2025-04-11 19:59:18+00:00,485.0,52.33,56.97,57.16,0.0,0.0,,49,0.624027197265625,True,REGULAR,USD
SPY250421C00487000,2025-04-09 14:48:37+00:00,487.0,25.94,55.03,55.26,0.0,0.0,,51,0.6116982189941409,True,REGULAR,USD
SPY250421C00488000,2025-04-10 16:42:04+00:00,488.0,38.68,53.92,54.16,0.0,0.0,,5,0.5964395825195312,True,REGULAR,USD
