contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250422C00385000,2025-04-10 15:33:58+00:00,385.0,139.23,154.72,158.29,0.0,0.0,,25.0,1.363040294189453,True,REGULAR,USD
SPY250422C00400000,2025-04-10 15:30:08+00:00,400.0,125.87,139.87,143.61,0.0,0.0,,53.0,1.2607458837890624,True,REGULAR,USD
SPY250422C00405000,2025-04-10 18:15:42+00:00,405.0,118.79,134.89,138.62,0.0,0.0,,26.0,1.2197304638671875,True,REGULAR,USD
SPY250422C00410000,2025-04-14 14:23:04+00:00,410.0,132.03,129.91,133.91,16.119995,13.907337,1.0,64.0,1.19299719909668,True,REGULAR,USD
SPY250422C00415000,2025-04-11 14:59:02+00:00,415.0,111.49,124.97,128.67,0.0,0.0,,8.0,1.1418499938964843,True,REGULAR,USD
SPY250422C00420000,2025-04-10 15:15:26+00:00,420.0,108.63,119.99,123.67,0.0,0.0,,8.0,1.1010787133789064,True,REGULAR,USD
SPY250422C00425000,2025-04-10 15:03:29+00:00,425.0,103.75,115.03,118.51,0.0,0.0,,8.0,1.0539598083496093,True,REGULAR,USD
SPY250422C00430000,2025-04-10 13:35:00+00:00,430.0,104.09,111.75,111.96,0.0,0.0,,4.0,1.0205127099609377,True,REGULAR,USD
SPY250422C00440000,2025-04-10 14:38:11+00:00,440.0,92.63,101.56,101.79,0.0,0.0,,24.0,0.922852333984375,True,REGULAR,USD
SPY250422C00445000,2025-04-10 19:18:06+00:00,445.0,84.59,96.72,96.92,0.0,0.0,,4.0,0.8947764428710936,True,REGULAR,USD
SPY250422C00459000,2025-04-11 19:23:41+00:00,459.0,78.7,83.26,83.51,0.0,0.0,,0.0,0.8229998168945312,True,REGULAR,USD
SPY250422C00460000,2025-04-10 17:25:22+00:00,460.0,63.01,81.73,81.96,0.0,0.0,,1.0,0.7758811474609376,True,REGULAR,USD
SPY250422C00462000,2025-04-11 14:46:45+00:00,462.0,67.73,79.89,80.11,0.0,0.0,,14.0,0.7711204528808593,True,REGULAR,USD
SPY250422C00464000,2025-04-10 19:46:06+00:00,464.0,62.23,77.96,78.19,0.0,0.0,,1.0,0.7601342346191409,True,REGULAR,USD
SPY250422C00465000,2025-04-11 17:22:05+00:00,465.0,70.51,76.95,77.2,0.0,0.0,,4.0,0.75195560546875,True,REGULAR,USD
SPY250422C00469000,2025-04-10 19:46:06+00:00,469.0,57.73,72.96,73.19,0.0,0.0,,1.0,0.7194852270507812,True,REGULAR,USD
SPY250422C00470000,2025-04-11 13:39:41+00:00,470.0,60.1,72.08,72.28,0.0,0.0,,5.0,0.7183866052246093,True,REGULAR,USD
SPY250422C00475000,2025-04-09 18:03:45+00:00,475.0,64.38,67.31,67.52,0.0,0.0,,2.0,0.6922638195800781,True,REGULAR,USD
SPY250422C00480000,2025-04-09 19:02:17+00:00,480.0,57.87,62.24,62.46,0.0,0.0,,23.0,0.6467320483398438,True,REGULAR,USD
SPY250422C00481000,2025-04-09 17:20:34+00:00,481.0,63.39,61.2,61.45,22.169998,53.784565,1.0,,0.6369665209960937,True,REGULAR,USD
SPY250422C00483000,2025-04-10 19:45:55+00:00,483.0,45.48,59.58,59.79,0.0,0.0,,1.0,0.6412389392089843,True,REGULAR,USD
SPY250422C00484000,2025-04-10 19:45:57+00:00,484.0,58.31,58.4,58.6,13.670002,30.622766,1.0,12.0,0.6221961608886719,True,REGULAR,USD
SPY250422C00485000,2025-04-14 19:03:44+00:00,485.0,57.46,57.44,57.68,13.68,31.247147,1.0,56.0,0.617313397216797,True,REGULAR,USD
SPY250422C00486000,2025-04-09 13:38:28+00:00,486.0,26.8,56.56,56.77,0.0,0.0,,105.0,0.6147499462890625,True,REGULAR,USD
